filter_id	lambda_eff	zp_v	mag_fromVega_toST	mag_fromVega_toAB
"CTIO.SMARTS(0,9m).Tek2K.Cousins.Ic"	8075	2347.46	notfound	notfound
"CTIO.SMARTS(0,9m).Tek2K.SDSS.u"	3513	1627.99	notfound	notfound
"CTIO.SMARTS(0,9m).Tek2K.SDSS.g"	4759	1572.35	notfound	notfound
"CTIO.SMARTS(0,9m).Tek2K.SDSS.r"	6265	3093.32	notfound	notfound
"CTIO.SMARTS(0,9m).Tek2K.SDSS.i"	7734	2646.91	notfound	notfound
"CTIO.SMARTS(0,9m).Tek2K.SDSS.z"	9100	2612.4	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Johnson.U"	3630.98	1780.3	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Johnson.B"	4185	3897.71	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Johnson.V"	5443	3562	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Johnson.R"	6437	2935.65	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Johnson.I"	8075	2347.46	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Cousins.Rc"	6437	2935.65	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.Cousins.Ic"	8075	2347.46	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.SDSS.u"	3513	1627.99	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.SDSS.g"	4759	1572.35	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.SDSS.r"	6265	3093.32	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.SDSS.i"	7734	2646.91	notfound	notfound
"CTIO.SMARTS(1,0m).CCD.SDSS.z"	9100	2612.4	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.None.B"	4265.54	3817.92	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.None.Ic"	7977.87	2407.51	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.None.Rc"	6452.87	2933.91	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.None.Y"	5304.64	3629.3	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.SDSS.g"	4692.47	3931.5	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.SDSS.i"	7607	2531.66	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.SDSS.r"	6177.43	3129.63	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.SDSS.u"	3575.62	1499.79	notfound	notfound
"CTIO.SMARTS(1,0m).Y4KCam.SDSS.z"	9044.05	2254.59	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.KPNO.B"	4391.52	3967.67	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.KPNO.I"	8175.57	2369.71	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.KPNO.R"	6499.62	2970.45	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.KPNO.V"	5416.89	3592.26	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.B2"	4250.53	3643.96	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.H"	16153.52	1044.72	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.J"	12400.19	1565.58	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.K"	21298.7	677.79	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.Kc"	7991.62	2392.4	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.R"	6479.14	3009.65	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.None.V"	5474.32	3614.52	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.YALO.B"	4367.08	4030.06	notfound	notfound
"CTIO.SMARTS(1,3m).ANDICAM.YALO.R"	7401.75	2544.6	notfound	notfound
"CTIO.SOAR(4,1m).OSIRIS.None.H"	16163.42	1043.46	notfound	notfound
"CTIO.SOAR(4,1m).OSIRIS.None.J"	12582.96	1512.96	notfound	notfound
"CTIO.SOAR(4,1m).OSIRIS.None.K"	21630.63	656.62	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.Cousins.B"	4384.36	4028.96	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.Cousins.Ic"	7845.62	2444.97	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.Cousins.Rc"	6461.86	3015.96	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.Cousins.V"	5387.35	3664.54	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.SDSS.g"	4729.33	4003.38	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.SDSS.i"	7659.22	2513.83	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.SDSS.r"	6179.73	3162.57	notfound	notfound
"CTIO.SOAR(4,1m).SAMI.SDSS.z"	9455.65	2170.79	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Bessel.B"	4319.18	3943.09	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Bessel.I"	8535.06	2281.88	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Bessel.R"	6327.33	3037.82	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Bessel.U"	3670.03	1802.98	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Bessel.V"	5338.23	3661.56	notfound	notfound
"CTIO.SOAR(4,1m).SOI.SDSS.gp"	4642.86	3972.68	notfound	notfound
"CTIO.SOAR(4,1m).SOI.SDSS.ip"	7628.26	2521.93	notfound	notfound
"CTIO.SOAR(4,1m).SOI.SDSS.rp"	6181.75	3126.9	notfound	notfound
"CTIO.SOAR(4,1m).SOI.SDSS.up"	3556.44	1478.54	notfound	notfound
"CTIO.SOAR(4,1m).SOI.SDSS.zp"	9620.87	2103.49	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Stromgren.b"	4692.12	4193.99	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Stromgren.u"	3461.06	1269.98	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Stromgren.v"	4085.02	4209.39	notfound	notfound
"CTIO.SOAR(4,1m).SOI.Stromgren.y"	5452.72	3622.56	notfound	notfound
"CTIO.SOAR(4,1m).SPARTAN.None.H"	16172.51	1043.22	notfound	notfound
"CTIO.SOAR(4,1m).SPARTAN.None.J"	12274.92	1589.15	notfound	notfound
"CTIO.SOAR(4,1m).SPARTAN.None.K"	21343.29	674.89	notfound	notfound
"CTIO.SOAR(4,1m).SPARTAN.None.Y"	10174.02	2093.6	notfound	notfound
"CTIO.VictorMBlanco(4,0m).DECam.None.g"	4674.32	3941.47	-0.366396	-0.089596
"CTIO.VictorMBlanco(4,0m).DECam.None.i"	7784.92	2465.01	1.176206	0.405898
"CTIO.VictorMBlanco(4,0m).DECam.None.r"	6355.2	3036.31	0.529093	0.182467
"CTIO.VictorMBlanco(4,0m).DECam.None.u"	3648.68	1852.15	-0.420184	0.340835
"CTIO.VictorMBlanco(4,0m).DECam.None.Y"	10071.29	2107.9	1.84314	0.564316
"CTIO.VictorMBlanco(4,0m).DECam.None.z"	9236.25	2241.61	1.634043	0.516983
"CTIO.VictorMBlanco(4,0m).ISPI.None.H"	16142.31	1045.77	notfound	notfound
"CTIO.VictorMBlanco(4,0m).ISPI.None.I"	10184.72	2037.91	notfound	notfound
"CTIO.VictorMBlanco(4,0m).ISPI.None.J"	12583.36	1513	notfound	notfound
"CTIO.VictorMBlanco(4,0m).ISPI.None.K"	21630.58	656.63	notfound	notfound
"CTIO.VictorMBlanco(4,0m).ISPI.None.Ks"	21370.82	672.15	notfound	notfound
"CTIO.VictorMBlanco(4,0m).ISPI.None.Y"	10323.91	2027.24	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.None.I"	7959.2	2405.65	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.None.U"	3653.67	1749.88	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.None.V"	5374.09	3621.36	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.SDSS.g"	4744.62	3921.97	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.SDSS.i"	7718.05	2492.13	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.SDSS.r"	6188.77	3122.29	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.SDSS.u"	3579.62	1537.59	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.SDSS.z"	9562.03	2132.73	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.Tyson.Bj"	4375.77	3540.69	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.Tyson.B"	4375.77	3540.69	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC.Tyson.I"	9219.25	2161.99	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.None.I"	7959.2	2405.65	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.None.U"	3653.67	1749.88	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.None.V"	5374.09	3621.36	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.SDSS.g"	4744.62	3921.97	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.SDSS.i"	7718.05	2492.13	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.SDSS.r"	6188.77	3122.29	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.SDSS.u"	3579.62	1537.59	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.SDSS.z"	9562.03	2132.73	notfound	notfound
"CTIO.VictorMBlanco(4,0m).MOSAIC2.Tyson.B"	4375.77	3540.69	notfound	notfound
DENIS.None.None.None.I	7862.1	2442.22	notfound	notfound
DENIS.None.None.None.J	12210.6	1588.33	notfound	notfound
DENIS.None.None.None.Ks	21465.01	667.36	notfound	notfound
ESA.Integral.OMC.None.V	5426.93	3591.89	notfound	notfound
Euclid.None.NISP.None.H	17440.04	915.97	notfound	notfound
Euclid.None.NISP.None.J	13433.64	1353.8	notfound	notfound
Euclid.None.NISP.None.Y	10732.86	1898.78	notfound	notfound
Euclid.None.NISP0.None.H	17366.17	919.27	notfound	notfound
Euclid.None.NISP0.None.J	13406.11	1364.48	notfound	notfound
Euclid.None.NISP0.None.Y	10635.07	1928.71	notfound	notfound
"FLWO.(1,2m).KeplerCam.Harris.B"	4318.68	3837.61	0	0.131
"FLWO.(1,2m).KepCAM.Harris.I"	7999.02	2393.5	0	-0.41
"FLWO.(1,2m).KepCAM.Harris.R"	6486.96	2924.5	0	-0.168
"FLWO.(1,2m).KepCAM.Harris.V"	5379.68	3611.8	0	0.006
"FLWO.(1,2m).KepCAM.Harris.Z"	9800.19	2067.93	notfound	notfound
"FLWO.(1,2m).KepCAM.SDSS.gp"	4736.75	3923.24	0	0.01
"FLWO.(1,2m).KepCAM.SDSS.ip"	7646.6	2513.11	0	-0.013
"FLWO.(1,2m).KepCAM.SDSS.rp"	6200.02	3106.96	0	-0.04
"FLWO.(1,2m).KepCAM.SDSS.up"	3514.29	1405.53	notfound	notfound
"FLWO.(1,2m).KepCAM.SDSS.zp"	10027.88	2002.65	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.Magellan.g"	4486.21	3961.33	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.Magellan.i"	7896.04	2427.03	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.Magellan.r"	6275.2	3072.65	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.Magellan.u"	3599.11	1589.58	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.Magellan.z"	9959.98	2003.95	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.None.g"	4739.57	3913.19	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.None.i"	7591.2	2535.4	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.None.r"	6122.94	3144.16	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.None.u"	3544.02	1396.17	notfound	notfound
"FLWO.(6,5m).MMTMegaCam.None.z"	9334	2188.7	notfound	notfound
"FLWO.(6,5m).MMTMiniCam.None.g"	4739.57	3913.19	notfound	notfound
"FLWO.(6,5m).MMTMiniCam.None.i"	7591.2	2535.4	notfound	notfound
"FLWO.(6,5m).MMTMiniCam.None.r"	6122.94	3144.16	notfound	notfound
"FLWO.(6,5m).MMTMiniCam.None.u"	3544.02	1396.17	notfound	notfound
"FLWO.(6,5m).MMTMiniCam.None.z"	9334	2188.7	notfound	notfound
"FLWO.(6,5m).SWIRC.None.H"	16338.95	1028.46	notfound	notfound
"FLWO.(6,5m).SWIRC.None.J"	12452.55	1555.88	notfound	notfound
"FLWO.(6,5m).SWIRC.None.Y"	10089.86	2109.61	notfound	notfound
GAIA.None.GAIA0.None.G	5857.56	2861.3	notfound	0.105
GAIA.None.GAIA2.None.G	6230	3296.2	notfound	0.105
GAIA.None.GAIA2m.None.G	5844.3	2847.56	notfound	notfound
GAIA.None.GAIA2r.None.G	5836.31	2835.09	notfound	0.3542
GAIA.None.GAIA3.None.G	5822.39	3228.75	notfound	notfound
GCPD.None.None.Cape.B	4312.78	4079.86	notfound	notfound
GCPD.None.None.Cape.Uc	3978.48	2875.82	notfound	notfound
GCPD.None.None.Cape.V	5429.05	3616	notfound	notfound
GCPD.None.None.Cousins.Ic	7967.27	2413.69	notfound	notfound
GCPD.None.None.Cousins.Rc	6435.82	3032.51	notfound	notfound
GCPD.None.None.Eggen.I	8492	2315.66	notfound	notfound
GCPD.None.None.Eggen.R	6711.65	2898.13	notfound	notfound
GCPD.None.None.JohnsonLandolt.B	4297.17	3998.34	notfound	notfound
GCPD.None.None.JohnsonLandolt.I	8026.25	2387.48	notfound	notfound
GCPD.None.None.JohnsonLandolt.R	6344.29	2998.54	notfound	notfound
GCPD.None.None.JohnsonLandolt.U	3461.7	1498.7	notfound	notfound
GCPD.None.None.JohnsonLandolt.V	5394.29	3624.13	notfound	notfound
GCPD.None.None.JohnsonMendoza.B	4387.56	4039.21	notfound	notfound
GCPD.None.None.JohnsonMendoza.I	8564.57	2283.52	notfound	notfound
GCPD.None.None.JohnsonMendoza.R	6694.12	2816.16	notfound	notfound
GCPD.None.None.JohnsonMendoza.U	3576.23	1573.49	notfound	notfound
GCPD.None.None.JohnsonMendoza.V	5465.94	3568.72	notfound	notfound
GCPD.None.None.JohnsonStraizys.B	4393.42	4021.35	notfound	notfound
GCPD.None.None.JohnsonStraizys.U	3686.72	1792.32	notfound	notfound
GCPD.None.None.JohnsonStraizys.V	5438.69	3585.31	notfound	notfound
GCPD.None.None.Vilnius.P	3764.14	1984.87	notfound	notfound
GCPD.None.None.Vilnius.S	6494.95	2881.55	notfound	notfound
GCPD.None.None.Vilnius.U	3473.55	1294.15	notfound	notfound
GCPD.None.None.Vilnius.V	5453.6	3629.83	notfound	notfound
GCPD.None.None.Vilnius.X	4060.99	3962.42	notfound	notfound
GCPD.None.None.Vilnius.Y	4676.98	4138.64	notfound	notfound
GCPD.None.None.Vilnius.Z	5200.83	3795.74	notfound	notfound
GCPD.None.None.Walraven.B	4312.97	4189.14	notfound	notfound
GCPD.None.None.Walraven.L	3858.15	2822.62	notfound	notfound
GCPD.None.None.Walraven.U	3643.08	1457.06	notfound	notfound
GCPD.None.None.Walraven.V	5435.91	3609.32	notfound	notfound
GCPD.None.None.Walraven.W	3253.87	1181.21	notfound	notfound
GCPD.None.None.WBVR.B	4357.82	4055.57	notfound	notfound
GCPD.None.None.WBVR.R	7042.16	2730.04	notfound	notfound
GCPD.None.None.WBVR.V	5454.95	3616.01	notfound	notfound
GCPD.None.None.WBVR.W	3564.93	1412.06	notfound	notfound
Generic.None.None.Bessel.B	4380.74	3925.77	-0.594221	-0.107512
Generic.None.None.Bessel.H	16303.58	1014.83	3.726	1.337
Generic.None.None.Bessel.I	7978.8	2405.28	1.249636	0.431372
Generic.None.None.Bessel.J	12207.54	1577.32	2.632	0.866
Generic.None.None.Bessel.K	21885.57	636.51	4.802	1.815
Generic.None.None.Bessel.Kp	21885.57	636.51	4.802	1.815
Generic.None.None.Bessel.L	34517.64	283.94	6.737	2.721
Generic.None.None.Bessel.Lp	38013.27	237.66	7.135	2.914
Generic.None.None.Bessel.M	47171.11	158.92	8.034	3.349
Generic.None.None.Bessel.R	6414.2	2971.35	0.568462	0.190278
Generic.None.None.Bessel.U	3663.61	1803.14	-0.112035	0.800527
Generic.None.None.Bessel.V	5445.79	3579.76	0.01134	0.006521
Generic.None.None.Cousins.Ic	7829.17	2458.33	notfound	0.342
Generic.None.None.Cousins.Rc	6357.96	3027.98	notfound	0.117
Generic.None.None.Geneva.B	4235.33	3953.79	notfound	notfound
Generic.None.None.Geneva.B1	4036.42	3699.44	notfound	notfound
Generic.None.None.Geneva.B2	4467.52	4177.46	notfound	notfound
Generic.None.None.Geneva.G	5792.82	3407.57	notfound	notfound
Generic.None.None.Geneva.U	3460.54	1307.82	notfound	notfound
Generic.None.None.Geneva.V	5462.06	3591.78	notfound	notfound
Generic.None.None.Geneva.V2	5387.32	3654.37	notfound	notfound
Generic.None.None.Gunn.g_Gunn	4929.31	3886.85	notfound	notfound
Generic.None.None.Gunn.i_Gunn	8074.05	2395.8	notfound	notfound
Generic.None.None.Gunn.I_Gunn	8102.76	2370.34	notfound	notfound
Generic.None.None.Gunn.r_Gunn	6467.85	2989.69	notfound	notfound
Generic.None.None.Gunn.u_Gunn	3454.31	1289.33	notfound	notfound
Generic.None.None.Gunn.v_Gunn	4007.77	3427.53	notfound	notfound
Generic.None.None.Gunn.z_Gunn	9952.11	2020.15	notfound	notfound
Generic.None.None.Johnson.B	4378.38	4005.04	notfound	-0.163
Generic.None.None.Johnson.H	16303.58	1014.83	notfound	notfound
Generic.None.None.Johnson.I	8565.14	2282.78	notfound	0.139
Generic.None.None.Johnson.J	12100.9	1571.48	notfound	notfound
Generic.None.None.Johnson.K	21420.34	653.41	notfound	notfound
Generic.None.None.Johnson.Lp	34450.16	281.38	notfound	notfound
Generic.None.None.Johnson.Lpp	33758.75	295.95	notfound	notfound
Generic.None.None.Johnson.M	48906.07	148.25	notfound	notfound
Generic.None.None.Johnson.N	92055.94	38.58	notfound	notfound
Generic.None.None.Johnson.R	6695.58	2814.93	notfound	0.055
Generic.None.None.Johnson.U	3570.65	1564.2	notfound	notfound
Generic.None.None.Johnson.V	5466.11	3562.51	notfound	-0.044
Generic.None.None.MKO.H	16141.06	1045.89	notfound	notfound
Generic.None.None.MKO.J	12417.4	1562.23	notfound	0.943
Generic.None.None.MKO.K	21840.44	647.72	notfound	notfound
Generic.None.None.MKO.Kp	20941.52	693.68	notfound	1.84
Generic.None.None.MKO.Ks	21307.65	676.7	notfound	1.86
Generic.None.None.MKO.L	34630.81	285.4	notfound	notfound
Generic.None.None.MKO.Lp	37301.73	248.3	notfound	2.94
Generic.None.None.MKO.M	48257.57	155.14	notfound	notfound
Generic.None.None.MKO.Mp	46803.76	164.74	notfound	3.4
Generic.None.None.MKO.N	99054.28	35.69	notfound	notfound
Generic.None.None.PS1.g	4810.88	3893	-0.351542	-0.087801
Generic.None.None.PS1.i	7503.68	2577.03	1.056578	0.363226
Generic.None.None.PS1.open	6439.35	2603	0.71531	0.19941
Generic.None.None.PS1.r	6156.36	3135.5	0.413845	0.143531
Generic.None.None.PS1.w	5985.87	2937.19	0.425688	0.125908
Generic.None.None.PS1.y	9613.45	2203.66	1.764576	0.539014
Generic.None.None.PS1.z	8668.56	2273.05	1.506211	0.507125
Generic.None.None.SDSS.g	4671.78	3971.19	-0.456	-0.125
Generic.None.None.SDSS.gp	4724.6	3921	notfound	notfound
Generic.None.None.SDSS.i	7457.89	2571.22	1.012	0.332
Generic.None.None.SDSS.ip	7673.03	2502.62	notfound	notfound
Generic.None.None.SDSS.r	6141.12	3142.02	0.38	0.119
Generic.None.None.SDSS.rp	6202.58	3112.91	notfound	notfound
Generic.None.None.SDSS.u	3608.04	1628.72	-0.037	0.9
Generic.None.None.SDSS.up	3542.19	1469.48	notfound	notfound
Generic.None.None.SDSS.z	8922.78	2227.03	1.56	0.494
Generic.None.None.SDSS.zp	10506.54	1820.98	notfound	notfound
Generic.None.None.Special.Is	8092.41	2381.23	notfound	notfound
Generic.None.None.Special.Rs	6877.16	2808.34	notfound	notfound
Generic.None.None.Stromgren.b	4663.26	4181.12	-0.500662	-0.152966
Generic.None.None.Stromgren.u	3447.51	1267.81	0.15028	1.135368
Generic.None.None.Stromgren.v	4110.37	4117.56	-0.756072	-0.132136
Generic.None.None.Stromgren.y	5472.42	3609.41	-0.003578	0.002927
Generic.None.None.SuperSDSS.gs	4690.81	3941.1	notfound	notfound
Generic.None.None.SuperSDSS.is	7696.31	2499.4	notfound	notfound
Generic.None.None.SuperSDSS.rs	6171.6	3131.31	notfound	notfound
Generic.None.None.SuperSDSS.us	3608.12	1718.31	notfound	notfound
Generic.None.None.SuperSDSS.zs	9591.88	2122.5	notfound	notfound
Generic.None.None.Tyson.Bj	3502.5	1657.86	notfound	-0.139
Generic.None.None.Tyson.In	6698.86	2819.06	notfound	notfound
Generic.None.None.Tyson.Rf	4977.08	3869.12	notfound	notfound
Generic.None.None.UKIDSS.H	16313	1034.19	3.705	1.329
Generic.None.None.UKIDSS.J	12483	1553.01	2.684	0.891
Generic.None.None.UKIDSS.K	22010	641.6	4.874	1.848
Generic.None.None.UKIDSS.Y	10305	2055.02	1.966	0.591
Generic.None.None.UKIDSS.Z	8817	2261.82	1.526	0.489
"HESS.ROTSE-IIIc(0,45m).None.None.R"	5497.19	2969.14	notfound	notfound
Hubble.HST.ACS.None.F220W	2254.84	788.94	-0.242516	1.683496
Hubble.HST.ACS.None.F250W	2739.38	931.99	-0.026944	1.495635
Hubble.HST.ACS.None.F330W	3368.23	1245.77	0.139	1.097
Hubble.HST.ACS.None.F344N	3433.95	1282.17	0.137867	1.151053
Hubble.HST.ACS.None.F435W	4341.36	3980.46	-0.639	-0.129
Hubble.HST.ACS.None.F475W	4738.24	3989.3	-0.432	-0.122
Hubble.HST.ACS.None.F502N	5022.93	3942.88	-0.27089	-0.083596
Hubble.HST.ACS.None.F550M	5573.04	3555.75	0.065311	0.024283
Hubble.HST.ACS.None.F555W	5326.96	3665.22	-0.076	-0.03
Hubble.HST.ACS.None.F606W	5776.43	3370.53	0.233	0.063
Hubble.HST.ACS.None.F625W	6249.39	3123.53	0.448	0.14
Hubble.HST.ACS.None.F658N	6585.91	2579.93	0.776888	0.376572
Hubble.HST.ACS.None.F660N	6600.01	2790.89	0.684204	0.278863
Hubble.HST.ACS.None.F775W	7624.32	2527.37	1.103	0.364
Hubble.HST.ACS.None.F814W	8019.74	2436.51	1.239	0.4
Hubble.HST.ACS.None.F850LP	9115.28	2226.08	1.577	0.494
Hubble.HST.ACS.None.F892N	8917.99	2288.91	1.546341	0.487505
Hubble.HST.ACS.None.FR388N	3881.55	3400.9	notfound	notfound
Hubble.HST.ACS.None.FR459M	4589.45	4263.58	notfound	notfound
Hubble.HST.ACS.None.FR505N	5049.75	3924.92	notfound	notfound
Hubble.HST.ACS.None.FR656N	6558.96	2705.02	notfound	notfound
Hubble.HST.ACS.None.FR914M	9099.95	2257.56	notfound	notfound
Hubble.HST.ACS.None.PR200L	5564.3	2680.7	notfound	notfound
Hubble.HST.ACS.None.F115LP	1496.34	290.66	notfound	notfound
Hubble.HST.ACS.None.F122M	1413.64	91.67	notfound	notfound
Hubble.HST.ACS.None.F125LP	1496.21	350.1	notfound	notfound
Hubble.HST.ACS.None.F140LP	1539.73	502.03	notfound	notfound
Hubble.HST.ACS.None.F150LP	1612.52	587.32	notfound	notfound
Hubble.HST.ACS.None.F165LP	1760.68	663.12	notfound	notfound
Hubble.HST.ACS.None.PR110L	1503	330.69	notfound	notfound
Hubble.HST.ACS.None.PR130L	1498.03	350.76	notfound	notfound
Hubble.HST.ACS.None.FR1016N	10151.3	2035.05	notfound	notfound
Hubble.HST.ACS.None.FR423N	4229.83	4593.32	notfound	notfound
Hubble.HST.ACS.None.FR462N	4619.65	4270.83	notfound	notfound
Hubble.HST.ACS.None.FR551N	5509.74	3598.29	notfound	notfound
Hubble.HST.ACS.None.FR601N	6009.7	3290.2	notfound	notfound
Hubble.HST.ACS.None.FR647M	6460.06	2963.41	notfound	notfound
Hubble.HST.ACS.None.FR716N	7159.19	2719.29	notfound	notfound
Hubble.HST.ACS.None.FR782N	7818.58	2447.56	notfound	notfound
Hubble.HST.ACS.None.FR853N	8528.02	2225.22	notfound	notfound
Hubble.HST.ACS.None.FR931N	9308.35	2238.73	notfound	notfound
Hubble.HST.ACS.None.G800L	7254.82	2690.29	notfound	notfound
Hubble.HST.ACS-HRC.None.F220W	2254.84	788.94	-0.242516	1.683496
Hubble.HST.ACS-HRC.None.F250W	2739.38	931.99	-0.026944	1.495635
Hubble.HST.ACS-HRC.None.F330W	3368.23	1245.77	0.139	1.097
Hubble.HST.ACS-HRC.None.F344N	3433.95	1282.17	0.137867	1.151053
Hubble.HST.ACS-HRC.None.F435W	4341.36	3980.46	-0.639	-0.129
Hubble.HST.ACS-HRC.None.F475W	4738.24	3989.3	-0.432	-0.122
Hubble.HST.ACS-HRC.None.F502N	5022.93	3942.88	-0.27089	-0.083596
Hubble.HST.ACS-HRC.None.F550M	5573.04	3555.75	0.065311	0.024283
Hubble.HST.ACS-HRC.None.F555W	5326.96	3665.22	-0.076	-0.03
Hubble.HST.ACS-HRC.None.F606W	5776.43	3370.53	0.233	0.063
Hubble.HST.ACS-HRC.None.F625W	6249.39	3123.53	0.448	0.14
Hubble.HST.ACS-HRC.None.F658N	6585.91	2579.93	0.776888	0.376572
Hubble.HST.ACS-HRC.None.F660N	6600.01	2790.89	0.684204	0.278863
Hubble.HST.ACS-HRC.None.F775W	7624.32	2527.37	1.103	0.364
Hubble.HST.ACS-HRC.None.F814W	8019.74	2436.51	1.239	0.4
Hubble.HST.ACS-HRC.None.F850LP	9115.28	2226.08	1.577	0.494
Hubble.HST.ACS-HRC.None.F892N	8917.99	2288.91	1.546341	0.487505
Hubble.HST.ACS-HRC.None.FR388N	3881.55	3400.9	notfound	notfound
Hubble.HST.ACS-HRC.None.FR459M	4589.45	4263.58	notfound	notfound
Hubble.HST.ACS-HRC.None.FR505N	5049.75	3924.92	notfound	notfound
Hubble.HST.ACS-HRC.None.FR656N	6558.96	2705.02	notfound	notfound
Hubble.HST.ACS-HRC.None.FR914M	9099.95	2257.56	notfound	notfound
Hubble.HST.ACS-HRC.None.G800L	7261.77	2697.43	notfound	notfound
Hubble.HST.ACS-HRC.None.PR200L	5564.3	2680.7	notfound	notfound
Hubble.HST.ACS-SBC.None.F115LP	1496.34	290.66	notfound	notfound
Hubble.HST.ACS-SBC.None.F122M	1413.64	91.67	notfound	notfound
Hubble.HST.ACS-SBC.None.F125LP	1496.21	350.1	notfound	notfound
Hubble.HST.ACS-SBC.None.F140LP	1539.73	502.03	notfound	notfound
Hubble.HST.ACS-SBC.None.F150LP	1612.52	587.32	notfound	notfound
Hubble.HST.ACS-SBC.None.F165LP	1760.68	663.12	notfound	notfound
Hubble.HST.ACS-SBC.None.PR110L	1503	330.69	notfound	notfound
Hubble.HST.ACS-SBC.None.PR130L	1498.03	350.76	notfound	notfound
Hubble.HST.ACS-WFC.None.F435W	4341.62	4036.38	-0.612699	-0.101679
Hubble.HST.ACS-WFC.None.F475W	4708.87	4004.42	-0.408606	-0.097875
Hubble.HST.ACS-WFC.None.F502N	5022.92	3942.88	-0.270926	-0.083681
Hubble.HST.ACS-WFC.None.F550M	5574.75	3554.7	0.066147	0.024511
